player_name,role,input_tokens,estimated_output_tokens,total_tokens,model
Charlie,Crewmate,3416,20,3436,google/gemini-flash-1.5
Alice,Impostor,2817,20,2837,anthropic/claude-3-5-haiku
Erin,Crewmate,2698,20,2718,google/gemini-flash-1.5
Charlie,Crewmate,2759,20,2779,google/gemini-flash-1.5
Dave,Crewmate,2733,20,2753,google/gemini-flash-1.5
Erin,Impostor,3481,20,3501,meta-llama/llama-3.1-8b-instruct
Bob,Crewmate,3577,20,3597,anthropic/claude-3.5-sonnet
Charlie,Crewmate,3539,20,3559,anthropic/claude-3.5-sonnet
Alice,Crewmate,3616,20,3636,anthropic/claude-3.5-sonnet
Dave,Impostor,3032,20,3052,openai/gpt-4o-mini
Erin,Crewmate,2784,20,2804,google/gemini-pro-1.5
Bob,Crewmate,2776,20,2796,google/gemini-pro-1.5
Charlie,Crewmate,2765,20,2785,google/gemini-pro-1.5
Charlie,Impostor,3462,20,3482,anthropic/claude-3-5-haiku
Erin,Crewmate,3244,20,3264,openai/gpt-4o-mini
Alice,Crewmate,3163,20,3183,openai/gpt-4o-mini
Bob,Impostor,3283,20,3303,anthropic/claude-3-5-haiku
Erin,Crewmate,2906,20,2926,openai/gpt-4o
Alice,Crewmate,2687,20,2707,openai/gpt-4o
Dave,Impostor,2691,20,2711,google/gemini-pro-1.5
Erin,Crewmate,2885,20,2905,anthropic/claude-3-5-haiku
Alice,Crewmate,2959,20,2979,anthropic/claude-3-5-haiku
Charlie,Crewmate,2927,20,2947,anthropic/claude-3-5-haiku
Bob,Impostor,2908,20,2928,google/gemini-pro-1.5
Dave,Crewmate,3191,20,3211,openai/gpt-4o-mini
Erin,Crewmate,3466,20,3486,openai/gpt-4o-mini
Charlie,Crewmate,3476,20,3496,openai/gpt-4o-mini
Dave,Impostor,3918,20,3938,openai/gpt-4o-mini
Alice,Crewmate,4440,20,4460,meta-llama/llama-3.1-8b-instruct
Erin,Crewmate,4114,20,4134,meta-llama/llama-3.1-8b-instruct
Charlie,Impostor,2389,20,2409,google/gemini-pro-1.5
Erin,Crewmate,2372,20,2392,google/gemini-pro-1.5
Dave,Crewmate,2369,20,2389,google/gemini-pro-1.5
Bob,Crewmate,2337,20,2357,google/gemini-pro-1.5
Dave,Impostor,3018,20,3038,google/gemini-pro-1.5
Charlie,Crewmate,3410,20,3430,anthropic/claude-3.5-sonnet
Erin,Crewmate,3317,20,3337,anthropic/claude-3.5-sonnet
Alice,Crewmate,3258,20,3278,anthropic/claude-3.5-sonnet
Alice,Impostor,4699,20,4719,google/gemini-pro-1.5
Charlie,Crewmate,4941,20,4961,meta-llama/llama-3.1-8b-instruct
Erin,Crewmate,5067,20,5087,meta-llama/llama-3.1-8b-instruct
Bob,Crewmate,4985,20,5005,meta-llama/llama-3.1-8b-instruct
Bob,Impostor,3758,20,3778,openai/gpt-4o-mini
Erin,Crewmate,3719,20,3739,openai/gpt-4o-mini
Charlie,Crewmate,3407,20,3427,openai/gpt-4o-mini
Dave,Crewmate,3300,20,3320,openai/gpt-4o-mini
Charlie,Impostor,5709,20,5729,google/gemini-flash-1.5
Dave,Crewmate,6779,20,6799,anthropic/claude-3.5-sonnet
Bob,Crewmate,6999,20,7019,anthropic/claude-3.5-sonnet
Alice,Impostor,2605,20,2625,openai/gpt-4o-mini
Dave,Crewmate,2609,20,2629,openai/gpt-4o
Erin,Crewmate,2554,20,2574,openai/gpt-4o
Charlie,Crewmate,2633,20,2653,openai/gpt-4o
Dave,Impostor,3720,20,3740,anthropic/claude-3-5-haiku
Erin,Crewmate,3713,20,3733,meta-llama/llama-3.1-405b-instruct
Charlie,Crewmate,3553,20,3573,meta-llama/llama-3.1-405b-instruct
Bob,Impostor,2810,20,2830,google/gemini-pro-1.5
Erin,Crewmate,2942,20,2962,meta-llama/llama-3.1-405b-instruct
Alice,Crewmate,2980,20,3000,meta-llama/llama-3.1-405b-instruct
Dave,Crewmate,2992,20,3012,meta-llama/llama-3.1-405b-instruct
Erin,Impostor,2359,20,2379,google/gemini-pro-1.5
Charlie,Crewmate,2586,20,2606,openai/gpt-4o
Alice,Crewmate,2495,20,2515,openai/gpt-4o
Dave,Crewmate,2513,20,2533,openai/gpt-4o
Alice,Impostor,3103,20,3123,google/gemini-flash-1.5
Charlie,Crewmate,2976,20,2996,google/gemini-flash-1.5
Erin,Crewmate,2871,20,2891,google/gemini-flash-1.5
Dave,Crewmate,3057,20,3077,google/gemini-flash-1.5
Charlie,Impostor,2516,20,2536,google/gemini-flash-1.5
Erin,Crewmate,2454,20,2474,openai/gpt-4o
Alice,Crewmate,2518,20,2538,openai/gpt-4o
Dave,Crewmate,2508,20,2528,openai/gpt-4o
Dave,Impostor,2765,20,2785,google/gemini-flash-1.5
Charlie,Crewmate,2573,20,2593,google/gemini-pro-1.5
Erin,Crewmate,2557,20,2577,google/gemini-pro-1.5
Bob,Crewmate,2598,20,2618,google/gemini-pro-1.5
Bob,Impostor,2897,20,2917,meta-llama/llama-3.1-405b-instruct
Erin,Crewmate,2855,20,2875,openai/gpt-4o
Charlie,Crewmate,2848,20,2868,openai/gpt-4o
Dave,Crewmate,2848,20,2868,openai/gpt-4o
Dave,Impostor,3103,20,3123,anthropic/claude-3-5-haiku
Bob,Crewmate,3047,20,3067,anthropic/claude-3.5-sonnet
Erin,Crewmate,3029,20,3049,anthropic/claude-3.5-sonnet
Alice,Crewmate,3049,20,3069,anthropic/claude-3.5-sonnet
Bob,Impostor,2999,20,3019,anthropic/claude-3.5-sonnet
Erin,Crewmate,2874,20,2894,google/gemini-flash-1.5
Dave,Crewmate,2954,20,2974,google/gemini-flash-1.5
Charlie,Crewmate,2976,20,2996,google/gemini-flash-1.5
Alice,Impostor,4818,20,4838,meta-llama/llama-3.1-8b-instruct
Erin,Crewmate,3539,20,3559,google/gemini-flash-1.5
Charlie,Crewmate,3274,20,3294,google/gemini-flash-1.5
Bob,Crewmate,3524,20,3544,google/gemini-flash-1.5
Dave,Impostor,3591,20,3611,meta-llama/llama-3.1-405b-instruct
Bob,Crewmate,3534,20,3554,anthropic/claude-3-5-haiku
Alice,Crewmate,3520,20,3540,anthropic/claude-3-5-haiku
Erin,Crewmate,3540,20,3560,anthropic/claude-3-5-haiku
Erin,Impostor,5015,20,5035,meta-llama/llama-3.1-8b-instruct
Charlie,Crewmate,4142,20,4162,openai/gpt-4o
Dave,Crewmate,4121,20,4141,openai/gpt-4o
Bob,Crewmate,4484,20,4504,openai/gpt-4o
Dave,Impostor,4262,20,4282,anthropic/claude-3.5-sonnet
Alice,Crewmate,4217,20,4237,anthropic/claude-3.5-sonnet
Bob,Crewmate,4184,20,4204,anthropic/claude-3.5-sonnet
Bob,Impostor,3538,20,3558,openai/gpt-4o-mini
Charlie,Crewmate,3550,20,3570,meta-llama/llama-3.1-405b-instruct
Alice,Crewmate,3518,20,3538,meta-llama/llama-3.1-405b-instruct
Dave,Crewmate,3601,20,3621,meta-llama/llama-3.1-405b-instruct
Bob,Impostor,3158,20,3178,anthropic/claude-3.5-sonnet
Charlie,Crewmate,3216,20,3236,anthropic/claude-3-5-haiku
Dave,Crewmate,3183,20,3203,anthropic/claude-3-5-haiku
Alice,Crewmate,3259,20,3279,anthropic/claude-3-5-haiku
Alice,Impostor,3028,20,3048,google/gemini-flash-1.5
Bob,Crewmate,3171,20,3191,anthropic/claude-3-5-haiku
Charlie,Crewmate,3267,20,3287,anthropic/claude-3-5-haiku
Alice,Impostor,3031,20,3051,meta-llama/llama-3.1-405b-instruct
Dave,Crewmate,2783,20,2803,google/gemini-flash-1.5
Charlie,Crewmate,2727,20,2747,google/gemini-flash-1.5
Bob,Crewmate,2740,20,2760,google/gemini-flash-1.5
Charlie,Impostor,5255,20,5275,openai/gpt-4o-mini
Erin,Crewmate,5083,20,5103,anthropic/claude-3.5-sonnet
Dave,Crewmate,4906,20,4926,anthropic/claude-3.5-sonnet
Alice,Impostor,2431,20,2451,google/gemini-pro-1.5
Erin,Crewmate,2901,20,2921,anthropic/claude-3-5-haiku
Dave,Crewmate,2811,20,2831,anthropic/claude-3-5-haiku
Alice,Impostor,3724,20,3744,openai/gpt-4o-mini
Dave,Crewmate,3999,20,4019,meta-llama/llama-3.1-8b-instruct
Charlie,Crewmate,4171,20,4191,meta-llama/llama-3.1-8b-instruct
Dave,Impostor,3998,20,4018,meta-llama/llama-3.1-405b-instruct
Erin,Crewmate,3903,20,3923,meta-llama/llama-3.1-405b-instruct
Charlie,Crewmate,3976,20,3996,meta-llama/llama-3.1-405b-instruct
Alice,Crewmate,3918,20,3938,meta-llama/llama-3.1-405b-instruct
Alice,Impostor,7002,20,7022,meta-llama/llama-3.1-8b-instruct
Dave,Crewmate,5769,20,5789,anthropic/claude-3.5-sonnet
Erin,Crewmate,6045,20,6065,anthropic/claude-3.5-sonnet
Bob,Crewmate,5641,20,5661,anthropic/claude-3.5-sonnet
Bob,Impostor,7008,20,7028,meta-llama/llama-3.1-405b-instruct
Erin,Crewmate,7051,20,7071,anthropic/claude-3.5-sonnet
Alice,Crewmate,6849,20,6869,anthropic/claude-3.5-sonnet
Bob,Impostor,6225,20,6245,google/gemini-flash-1.5
Alice,Crewmate,6191,20,6211,meta-llama/llama-3.1-405b-instruct
Charlie,Crewmate,6181,20,6201,meta-llama/llama-3.1-405b-instruct
Charlie,Impostor,4193,20,4213,openai/gpt-4o
Dave,Crewmate,4994,20,5014,meta-llama/llama-3.1-405b-instruct
Alice,Crewmate,4974,20,4994,meta-llama/llama-3.1-405b-instruct
Bob,Crewmate,5035,20,5055,meta-llama/llama-3.1-405b-instruct
Charlie,Impostor,2976,20,2996,meta-llama/llama-3.1-405b-instruct
Dave,Crewmate,2534,20,2554,google/gemini-pro-1.5
Bob,Crewmate,2571,20,2591,google/gemini-pro-1.5
Alice,Crewmate,2573,20,2593,google/gemini-pro-1.5
Bob,Impostor,3038,20,3058,meta-llama/llama-3.1-405b-instruct
Alice,Crewmate,2978,20,2998,anthropic/claude-3.5-sonnet
Erin,Crewmate,2992,20,3012,anthropic/claude-3.5-sonnet
Dave,Crewmate,2990,20,3010,anthropic/claude-3.5-sonnet
Charlie,Impostor,3691,20,3711,meta-llama/llama-3.1-405b-instruct
Erin,Crewmate,3222,20,3242,openai/gpt-4o-mini
Bob,Crewmate,3179,20,3199,openai/gpt-4o-mini
Erin,Impostor,2830,20,2850,google/gemini-flash-1.5
Dave,Crewmate,2801,20,2821,anthropic/claude-3.5-sonnet
Charlie,Crewmate,2828,20,2848,anthropic/claude-3.5-sonnet
Bob,Crewmate,2831,20,2851,anthropic/claude-3.5-sonnet
Erin,Impostor,2932,20,2952,google/gemini-flash-1.5
Charlie,Crewmate,2627,20,2647,openai/gpt-4o
Alice,Crewmate,2797,20,2817,openai/gpt-4o
Erin,Impostor,2525,20,2545,google/gemini-pro-1.5
Dave,Crewmate,2585,20,2605,google/gemini-flash-1.5
Charlie,Crewmate,2666,20,2686,google/gemini-flash-1.5
Bob,Crewmate,2665,20,2685,google/gemini-flash-1.5
Erin,Impostor,5512,20,5532,anthropic/claude-3.5-sonnet
Charlie,Crewmate,5137,20,5157,openai/gpt-4o-mini
Alice,Crewmate,5568,20,5588,openai/gpt-4o-mini
Bob,Crewmate,5497,20,5517,openai/gpt-4o-mini
Dave,Impostor,3999,20,4019,anthropic/claude-3-5-haiku
Erin,Crewmate,3994,20,4014,anthropic/claude-3-5-haiku
Alice,Crewmate,3804,20,3824,anthropic/claude-3-5-haiku
Charlie,Crewmate,3672,20,3692,anthropic/claude-3-5-haiku
Charlie,Impostor,4884,20,4904,openai/gpt-4o-mini
Alice,Crewmate,4955,20,4975,openai/gpt-4o
Bob,Crewmate,4838,20,4858,openai/gpt-4o
Dave,Crewmate,4975,20,4995,openai/gpt-4o
Erin,Impostor,5331,20,5351,anthropic/claude-3-5-haiku
Alice,Crewmate,5019,20,5039,meta-llama/llama-3.1-8b-instruct
Charlie,Crewmate,5485,20,5505,meta-llama/llama-3.1-8b-instruct
Bob,Crewmate,5155,20,5175,meta-llama/llama-3.1-8b-instruct
Dave,Impostor,2373,20,2393,google/gemini-pro-1.5
Bob,Crewmate,2460,20,2480,openai/gpt-4o
Erin,Crewmate,2448,20,2468,openai/gpt-4o
Charlie,Crewmate,2472,20,2492,openai/gpt-4o
Alice,Impostor,4426,20,4446,meta-llama/llama-3.1-8b-instruct
Dave,Crewmate,4078,20,4098,meta-llama/llama-3.1-405b-instruct
Charlie,Crewmate,4370,20,4390,meta-llama/llama-3.1-405b-instruct
Erin,Crewmate,4313,20,4333,meta-llama/llama-3.1-405b-instruct
Alice,Impostor,3084,20,3104,anthropic/claude-3.5-sonnet
Dave,Crewmate,2955,20,2975,openai/gpt-4o
Bob,Crewmate,2950,20,2970,openai/gpt-4o
Charlie,Crewmate,3067,20,3087,openai/gpt-4o
Alice,Impostor,2828,20,2848,meta-llama/llama-3.1-405b-instruct
Bob,Crewmate,2824,20,2844,openai/gpt-4o
Dave,Crewmate,2786,20,2806,openai/gpt-4o
Erin,Crewmate,2751,20,2771,openai/gpt-4o
Dave,Impostor,3002,20,3022,google/gemini-flash-1.5
Erin,Crewmate,3003,20,3023,meta-llama/llama-3.1-405b-instruct
Charlie,Crewmate,3024,20,3044,meta-llama/llama-3.1-405b-instruct
Bob,Crewmate,3010,20,3030,meta-llama/llama-3.1-405b-instruct
Alice,Impostor,4450,20,4470,openai/gpt-4o-mini
Erin,Crewmate,4313,20,4333,openai/gpt-4o
Dave,Crewmate,4239,20,4259,openai/gpt-4o
Dave,Impostor,3032,20,3052,anthropic/claude-3.5-sonnet
Charlie,Crewmate,2852,20,2872,google/gemini-flash-1.5
Bob,Crewmate,2798,20,2818,google/gemini-flash-1.5
Erin,Crewmate,2845,20,2865,google/gemini-flash-1.5
Alice,Impostor,2529,20,2549,google/gemini-flash-1.5
Erin,Crewmate,2413,20,2433,openai/gpt-4o
Charlie,Crewmate,2506,20,2526,openai/gpt-4o
Dave,Crewmate,2475,20,2495,openai/gpt-4o
Charlie,Impostor,3769,20,3789,openai/gpt-4o-mini
Bob,Crewmate,3829,20,3849,meta-llama/llama-3.1-405b-instruct
Dave,Crewmate,4080,20,4100,meta-llama/llama-3.1-405b-instruct
Alice,Crewmate,4125,20,4145,meta-llama/llama-3.1-405b-instruct
Charlie,Impostor,3153,20,3173,anthropic/claude-3.5-sonnet
Dave,Crewmate,3142,20,3162,anthropic/claude-3.5-sonnet
Bob,Crewmate,3181,20,3201,anthropic/claude-3.5-sonnet
Erin,Crewmate,3166,20,3186,anthropic/claude-3.5-sonnet
Dave,Impostor,3110,20,3130,anthropic/claude-3.5-sonnet
Alice,Crewmate,3099,20,3119,anthropic/claude-3.5-sonnet
Erin,Crewmate,3151,20,3171,anthropic/claude-3.5-sonnet
Charlie,Crewmate,3181,20,3201,anthropic/claude-3.5-sonnet
Erin,Impostor,2506,20,2526,google/gemini-flash-1.5
Charlie,Crewmate,2276,20,2296,openai/gpt-4o
Alice,Crewmate,2449,20,2469,openai/gpt-4o
Erin,Impostor,3565,20,3585,meta-llama/llama-3.1-405b-instruct
Charlie,Crewmate,3426,20,3446,openai/gpt-4o
Dave,Crewmate,3328,20,3348,openai/gpt-4o
Bob,Crewmate,3009,20,3029,openai/gpt-4o
Charlie,Impostor,3360,20,3380,google/gemini-flash-1.5
Erin,Crewmate,3334,20,3354,meta-llama/llama-3.1-405b-instruct
Bob,Crewmate,3404,20,3424,meta-llama/llama-3.1-405b-instruct
Alice,Crewmate,3365,20,3385,meta-llama/llama-3.1-405b-instruct
Dave,Impostor,4212,20,4232,meta-llama/llama-3.1-8b-instruct
Charlie,Crewmate,3638,20,3658,openai/gpt-4o-mini
Alice,Crewmate,3781,20,3801,openai/gpt-4o-mini
Bob,Crewmate,3727,20,3747,openai/gpt-4o-mini
Dave,Impostor,3067,20,3087,anthropic/claude-3.5-sonnet
Alice,Crewmate,2976,20,2996,google/gemini-flash-1.5
Bob,Crewmate,3041,20,3061,google/gemini-flash-1.5
Erin,Crewmate,2920,20,2940,google/gemini-flash-1.5
Erin,Impostor,3148,20,3168,anthropic/claude-3-5-haiku
Charlie,Crewmate,3042,20,3062,anthropic/claude-3.5-sonnet
Bob,Crewmate,2974,20,2994,anthropic/claude-3.5-sonnet
Dave,Crewmate,3043,20,3063,anthropic/claude-3.5-sonnet
Erin,Impostor,3138,20,3158,anthropic/claude-3-5-haiku
Bob,Crewmate,2531,20,2551,google/gemini-pro-1.5
Dave,Crewmate,2553,20,2573,google/gemini-pro-1.5
Alice,Crewmate,2623,20,2643,google/gemini-pro-1.5
Erin,Impostor,3270,20,3290,openai/gpt-4o-mini
Charlie,Crewmate,2941,20,2961,google/gemini-flash-1.5
Alice,Crewmate,2960,20,2980,google/gemini-flash-1.5
Bob,Crewmate,3036,20,3056,google/gemini-flash-1.5
Charlie,Impostor,5471,20,5491,anthropic/claude-3.5-sonnet
Alice,Crewmate,5597,20,5617,openai/gpt-4o
Dave,Crewmate,5303,20,5323,openai/gpt-4o
Erin,Crewmate,4891,20,4911,openai/gpt-4o
Dave,Impostor,3343,20,3363,anthropic/claude-3.5-sonnet
Bob,Crewmate,3430,20,3450,meta-llama/llama-3.1-8b-instruct
Alice,Crewmate,3505,20,3525,meta-llama/llama-3.1-8b-instruct
Erin,Crewmate,3511,20,3531,meta-llama/llama-3.1-8b-instruct
Erin,Impostor,2382,20,2402,google/gemini-pro-1.5
Bob,Crewmate,2331,20,2351,openai/gpt-4o
Dave,Crewmate,2427,20,2447,openai/gpt-4o
Alice,Crewmate,2465,20,2485,openai/gpt-4o
Bob,Impostor,3443,20,3463,anthropic/claude-3.5-sonnet
Dave,Crewmate,3312,20,3332,openai/gpt-4o-mini
Alice,Crewmate,3462,20,3482,openai/gpt-4o-mini
Erin,Crewmate,3468,20,3488,openai/gpt-4o-mini
Bob,Impostor,2913,20,2933,openai/gpt-4o-mini
Alice,Crewmate,2799,20,2819,openai/gpt-4o
Charlie,Crewmate,2808,20,2828,openai/gpt-4o
Erin,Crewmate,2715,20,2735,openai/gpt-4o
Erin,Impostor,5285,20,5305,google/gemini-pro-1.5
Bob,Crewmate,5542,20,5562,google/gemini-flash-1.5
Dave,Crewmate,5374,20,5394,google/gemini-flash-1.5
Bob,Impostor,4134,20,4154,meta-llama/llama-3.1-405b-instruct
Dave,Crewmate,3721,20,3741,meta-llama/llama-3.1-8b-instruct
Alice,Crewmate,3859,20,3879,meta-llama/llama-3.1-8b-instruct
Alice,Impostor,4578,20,4598,openai/gpt-4o-mini
Erin,Crewmate,4487,20,4507,anthropic/claude-3-5-haiku
Bob,Crewmate,5172,20,5192,anthropic/claude-3-5-haiku
Bob,Impostor,3151,20,3171,meta-llama/llama-3.1-405b-instruct
Dave,Crewmate,3088,20,3108,openai/gpt-4o-mini
Alice,Crewmate,3036,20,3056,openai/gpt-4o-mini
Erin,Crewmate,3234,20,3254,openai/gpt-4o-mini
Charlie,Impostor,2753,20,2773,google/gemini-flash-1.5
Erin,Crewmate,2850,20,2870,anthropic/claude-3.5-sonnet
Bob,Crewmate,2856,20,2876,anthropic/claude-3.5-sonnet
Dave,Crewmate,2843,20,2863,anthropic/claude-3.5-sonnet
Dave,Impostor,12401,20,12421,meta-llama/llama-3.1-8b-instruct
Bob,Crewmate,8450,20,8470,anthropic/claude-3.5-sonnet
Charlie,Crewmate,8925,20,8945,anthropic/claude-3.5-sonnet
Erin,Crewmate,9635,20,9655,anthropic/claude-3.5-sonnet
Alice,Impostor,2650,20,2670,google/gemini-pro-1.5
Charlie,Crewmate,2682,20,2702,openai/gpt-4o
Bob,Crewmate,2707,20,2727,openai/gpt-4o
Dave,Crewmate,2619,20,2639,openai/gpt-4o
Bob,Impostor,2821,20,2841,meta-llama/llama-3.1-405b-instruct
Charlie,Crewmate,2516,20,2536,google/gemini-pro-1.5
Erin,Crewmate,2498,20,2518,google/gemini-pro-1.5
Dave,Crewmate,2494,20,2514,google/gemini-pro-1.5
Bob,Impostor,5633,20,5653,meta-llama/llama-3.1-405b-instruct
Alice,Crewmate,5906,20,5926,anthropic/claude-3.5-sonnet
Dave,Crewmate,4948,20,4968,anthropic/claude-3.5-sonnet
Bob,Impostor,10950,20,10970,meta-llama/llama-3.1-8b-instruct
Erin,Crewmate,8221,20,8241,anthropic/claude-3.5-sonnet
Alice,Crewmate,7727,20,7747,anthropic/claude-3.5-sonnet
Dave,Crewmate,7427,20,7447,anthropic/claude-3.5-sonnet
Dave,Impostor,3014,20,3034,anthropic/claude-3.5-sonnet
Bob,Crewmate,2964,20,2984,anthropic/claude-3.5-sonnet
Alice,Crewmate,3028,20,3048,anthropic/claude-3.5-sonnet
Erin,Crewmate,3039,20,3059,anthropic/claude-3.5-sonnet
Charlie,Impostor,2936,20,2956,google/gemini-pro-1.5
Erin,Crewmate,3313,20,3333,anthropic/claude-3-5-haiku
Bob,Crewmate,3492,20,3512,anthropic/claude-3-5-haiku
Dave,Crewmate,3499,20,3519,anthropic/claude-3-5-haiku
Charlie,Impostor,5973,20,5993,meta-llama/llama-3.1-405b-instruct
Dave,Crewmate,4587,20,4607,google/gemini-flash-1.5
Erin,Crewmate,5364,20,5384,google/gemini-flash-1.5
Alice,Crewmate,4945,20,4965,google/gemini-flash-1.5
Charlie,Impostor,4386,20,4406,google/gemini-flash-1.5
Alice,Crewmate,4416,20,4436,meta-llama/llama-3.1-8b-instruct
Erin,Crewmate,4448,20,4468,meta-llama/llama-3.1-8b-instruct
Dave,Crewmate,4625,20,4645,meta-llama/llama-3.1-8b-instruct
Charlie,Impostor,2997,20,3017,google/gemini-flash-1.5
Bob,Crewmate,2923,20,2943,anthropic/claude-3-5-haiku
Erin,Crewmate,3110,20,3130,anthropic/claude-3-5-haiku
Bob,Impostor,4465,20,4485,meta-llama/llama-3.1-8b-instruct
Alice,Crewmate,4857,20,4877,meta-llama/llama-3.1-405b-instruct
Erin,Crewmate,5103,20,5123,meta-llama/llama-3.1-405b-instruct
Dave,Crewmate,4997,20,5017,meta-llama/llama-3.1-405b-instruct
Charlie,Impostor,3543,20,3563,openai/gpt-4o-mini
Alice,Crewmate,3488,20,3508,meta-llama/llama-3.1-405b-instruct
Bob,Crewmate,3500,20,3520,meta-llama/llama-3.1-405b-instruct
Dave,Crewmate,3534,20,3554,meta-llama/llama-3.1-405b-instruct
Alice,Impostor,5197,20,5217,anthropic/claude-3.5-sonnet
Bob,Crewmate,5555,20,5575,anthropic/claude-3-5-haiku
Erin,Crewmate,5293,20,5313,anthropic/claude-3-5-haiku
Erin,Impostor,6104,20,6124,meta-llama/llama-3.1-8b-instruct
Bob,Crewmate,6258,20,6278,meta-llama/llama-3.1-8b-instruct
Dave,Crewmate,5896,20,5916,meta-llama/llama-3.1-8b-instruct
Alice,Crewmate,5733,20,5753,meta-llama/llama-3.1-8b-instruct
Dave,Impostor,3498,20,3518,meta-llama/llama-3.1-405b-instruct
Bob,Crewmate,3051,20,3071,anthropic/claude-3-5-haiku
Alice,Crewmate,3097,20,3117,anthropic/claude-3-5-haiku
Alice,Impostor,3862,20,3882,meta-llama/llama-3.1-8b-instruct
Erin,Crewmate,3104,20,3124,openai/gpt-4o
Dave,Crewmate,3210,20,3230,openai/gpt-4o
Charlie,Crewmate,3192,20,3212,openai/gpt-4o
Charlie,Impostor,4085,20,4105,anthropic/claude-3.5-sonnet
Dave,Crewmate,4071,20,4091,anthropic/claude-3.5-sonnet
Erin,Crewmate,4262,20,4282,anthropic/claude-3.5-sonnet
Alice,Crewmate,4001,20,4021,anthropic/claude-3.5-sonnet
Charlie,Impostor,3223,20,3243,meta-llama/llama-3.1-405b-instruct
Dave,Crewmate,2930,20,2950,openai/gpt-4o
Alice,Crewmate,3109,20,3129,openai/gpt-4o
Alice,Impostor,3575,20,3595,anthropic/claude-3-5-haiku
Erin,Crewmate,3371,20,3391,anthropic/claude-3.5-sonnet
Bob,Crewmate,3343,20,3363,anthropic/claude-3.5-sonnet
Dave,Crewmate,3316,20,3336,anthropic/claude-3.5-sonnet
Bob,Impostor,3221,20,3241,anthropic/claude-3.5-sonnet
Charlie,Crewmate,3094,20,3114,google/gemini-flash-1.5
Erin,Crewmate,3033,20,3053,google/gemini-flash-1.5
Alice,Crewmate,3061,20,3081,google/gemini-flash-1.5
Charlie,Impostor,2939,20,2959,google/gemini-flash-1.5
Dave,Crewmate,2764,20,2784,google/gemini-flash-1.5
Alice,Crewmate,2727,20,2747,google/gemini-flash-1.5
Erin,Crewmate,2685,20,2705,google/gemini-flash-1.5
Erin,Impostor,2815,20,2835,anthropic/claude-3-5-haiku
Bob,Crewmate,2485,20,2505,google/gemini-pro-1.5
Charlie,Crewmate,2462,20,2482,google/gemini-pro-1.5
Alice,Crewmate,2466,20,2486,google/gemini-pro-1.5
Charlie,Impostor,2711,20,2731,google/gemini-flash-1.5
Dave,Crewmate,2499,20,2519,openai/gpt-4o
Alice,Crewmate,2600,20,2620,openai/gpt-4o
Erin,Crewmate,2637,20,2657,openai/gpt-4o
Erin,Impostor,3707,20,3727,openai/gpt-4o
Bob,Crewmate,3688,20,3708,meta-llama/llama-3.1-8b-instruct
Alice,Crewmate,3734,20,3754,meta-llama/llama-3.1-8b-instruct
Charlie,Crewmate,3743,20,3763,meta-llama/llama-3.1-8b-instruct
Charlie,Impostor,3049,20,3069,google/gemini-pro-1.5
Dave,Crewmate,3111,20,3131,meta-llama/llama-3.1-405b-instruct
Alice,Crewmate,3255,20,3275,meta-llama/llama-3.1-405b-instruct
Erin,Crewmate,3386,20,3406,meta-llama/llama-3.1-405b-instruct
Charlie,Impostor,2165,20,2185,google/gemini-pro-1.5
Dave,Crewmate,2186,20,2206,openai/gpt-4o
Bob,Crewmate,2233,20,2253,openai/gpt-4o
